sku,product_name,category,unit_cost_usd,lead_time_days,supplier_risk,stock_on_hand,reorder_point,active,duplicate_marker
XRX-SKU-02590,Xerox C410,software,1603.91,44,0.375,424,236,True,
XRX-SKU-02591,Xerox VersaLink B625,device,15490.7,60,0.526,828,77,True,
XRX-SKU-02592,Fuser 115R00138,service,18046.16,20,0.075,480,249,True,
XRX-SKU-02593,Xerox B315,toner,3268.52,20,0.171,16,123,False,
XRX-SKU-02594,Xerox C410,toner,5493.33,43,0.798,763,67,True,
XRX-SKU-02595,Fuser 115R00138,toner,15991.82,20,0.505,503,54,True,
XRX-SKU-02596,Xerox B315,device,2786.02,43,0.832,58,12,True,
XRX-SKU-02597,Toner 006R04399,toner,11559.65,26,0.6,621,71,True,
XRX-SKU-02598,Xerox PrimeLink C9070,spare_part,10664.39,29,0.898,448,197,True,
XRX-SKU-02599,Toner 006R04399,service,17736.63,27,0.718,403,72,True,
XRX-SKU-02600,Xerox VersaLink B625,device,15366.18,5,0.988,376,244,True,
XRX-SKU-02601,Fuser 115R00138,service,13508.59,2,0.059,258,145,True,
XRX-SKU-02602,Xerox C410,device,3547.8,19,0.532,353,204,True,
XRX-SKU-02603,Toner 006R04399,toner,7810.83,46,0.524,127,97,True,
XRX-SKU-02604,Xerox PrimeLink C9070,device,4119.79,59,0.745,727,136,True,
XRX-SKU-02605,Xerox PrimeLink C9070,spare_part,11399.9,19,0.375,888,60,True,
XRX-SKU-02606,Transfer Belt 001R00613,device,13157.42,8,0.958,701,91,True,
XRX-SKU-02607,Transfer Belt 001R00613,device,1416.59,17,0.361,249,16,True,
XRX-SKU-02608,Xerox C410,service,16465.14,42,0.182,10,120,True,
XRX-SKU-02609,Transfer Belt 001R00613,service,11327.72,42,0.084,358,30,True,
XRX-SKU-02610,Xerox AltaLink C8155,device,9365.58,37,0.694,171,92,True,
XRX-SKU-02611,Toner 006R04399,toner,6049.87,30,0.709,150,129,True,
XRX-SKU-02612,Xerox VersaLink B625,spare_part,18286.74,50,0.564,606,139,True,
XRX-SKU-02613,Xerox PrimeLink C9070,software,7603.68,48,0.023,253,170,True,
XRX-SKU-02614,Xerox AltaLink C8155,spare_part,937.51,11,0.099,140,201,True,
XRX-SKU-02615,Xerox AltaLink C8155,service,16347.31,21,0.209,381,189,True,
XRX-SKU-02616,Fuser 115R00138,service,11757.0,39,0.258,38,72,True,
XRX-SKU-02617,Fuser 115R00138,software,13395.56,14,0.431,247,69,True,
XRX-SKU-02618,Toner 006R04399,spare_part,17461.35,30,0.225,129,22,True,
XRX-SKU-02619,Toner 006R04399,toner,7249.51,1,0.496,313,185,True,
XRX-SKU-02620,Xerox B315,spare_part,3362.69,15,0.285,573,105,True,
XRX-SKU-02621,Xerox AltaLink C8155,device,16928.4,51,0.111,90,128,True,
XRX-SKU-02622,Xerox PrimeLink C9070,service,1832.46,3,0.03,417,193,True,
XRX-SKU-02623,Xerox VersaLink B625,software,10023.7,6,0.402,677,132,True,
XRX-SKU-02624,Xerox PrimeLink C9070,service,4437.54,40,0.613,586,185,True,
XRX-SKU-02625,Xerox B315,toner,12372.18,13,0.515,458,188,True,
XRX-SKU-02626,Xerox PrimeLink C9070,service,16263.48,25,0.326,403,223,True,
XRX-SKU-02627,Xerox PrimeLink C9070,spare_part,13685.38,48,0.494,478,153,True,
XRX-SKU-02628,Transfer Belt 001R00613,spare_part,13008.35,52,0.568,759,109,True,
XRX-SKU-02629,Toner 006R04399,toner,16650.17,45,0.269,300,158,True,
XRX-SKU-02630,Xerox VersaLink B625,spare_part,5608.42,18,0.789,198,95,True,
XRX-SKU-02631,Xerox AltaLink C8155,device,18647.42,30,0.927,379,217,True,
XRX-SKU-02632,Xerox C410,toner,1518.65,9,0.435,28,247,True,
XRX-SKU-02633,Transfer Belt 001R00613,service,8044.25,32,0.578,436,117,True,
XRX-SKU-02634,Xerox VersaLink B625,device,15816.53,48,0.742,366,22,True,
XRX-SKU-02635,Xerox VersaLink B625,software,13063.75,44,0.266,494,122,True,
XRX-SKU-02636,Xerox AltaLink C8155,device,10553.85,8,0.5,72,98,True,
XRX-SKU-02637,Xerox VersaLink B625,toner,11280.05,4,0.222,195,113,True,
XRX-SKU-02638,Toner 006R04399,spare_part,7252.24,32,0.788,770,136,True,
XRX-SKU-02639,Xerox C410,device,15973.98,48,0.512,591,78,False,
XRX-SKU-02640,Xerox VersaLink B625,spare_part,1472.21,3,0.902,165,16,True,
XRX-SKU-02641,Xerox C410,toner,15292.45,11,0.176,129,143,True,
XRX-SKU-02642,Xerox PrimeLink C9070,software,6772.75,43,0.676,69,173,True,
XRX-SKU-02643,Xerox AltaLink C8155,software,12801.96,52,0.608,758,62,True,
XRX-SKU-02644,Toner 006R04399,device,15129.08,59,0.8,845,213,False,
XRX-SKU-02645,Fuser 115R00138,toner,13657.85,37,0.95,522,126,True,
XRX-SKU-02646,Xerox C410,device,13734.46,5,0.383,879,248,True,
XRX-SKU-02647,Xerox AltaLink C8155,service,553.84,33,0.115,622,148,True,
XRX-SKU-02648,Xerox VersaLink B625,toner,18671.26,55,0.047,762,189,True,
XRX-SKU-02649,Xerox C410,toner,2295.63,24,0.478,143,244,False,
XRX-SKU-02650,Toner 006R04399,device,16495.13,6,0.897,326,153,True,
XRX-SKU-02651,Fuser 115R00138,device,11305.5,50,0.315,712,38,True,
XRX-SKU-02652,Xerox PrimeLink C9070,spare_part,8864.5,21,0.248,181,239,True,
XRX-SKU-02653,Xerox B315,toner,2807.08,58,0.072,827,225,True,
XRX-SKU-02654,Fuser 115R00138,service,15943.76,9,0.705,723,141,True,
XRX-SKU-02655,Xerox PrimeLink C9070,service,7112.09,5,0.102,409,110,True,
XRX-SKU-02656,Xerox VersaLink B625,software,8971.27,57,0.506,50,26,True,
XRX-SKU-02657,Xerox AltaLink C8155,software,3084.6,7,0.919,662,226,True,
XRX-SKU-02658,Xerox VersaLink B625,device,17685.49,49,0.37,477,14,True,
XRX-SKU-02659,Xerox C410,toner,7235.95,40,0.985,684,198,True,
XRX-SKU-02660,Fuser 115R00138,device,15850.1,18,0.007,555,123,True,
XRX-SKU-02661,Xerox C410,spare_part,12227.52,34,0.804,664,213,True,
XRX-SKU-02662,Toner 006R04399,device,18078.95,27,0.551,867,171,True,
XRX-SKU-02663,Xerox C410,spare_part,5314.17,6,0.416,503,23,True,
XRX-SKU-02664,Xerox B315,software,12151.92,31,0.785,467,84,True,
XRX-SKU-02665,Xerox PrimeLink C9070,service,1955.02,8,0.589,34,122,True,
XRX-SKU-02666,Xerox PrimeLink C9070,toner,8785.45,57,0.985,819,69,True,
XRX-SKU-02667,Toner 006R04399,software,1297.08,19,0.171,65,144,True,
XRX-SKU-02668,Transfer Belt 001R00613,toner,4841.27,29,0.189,839,98,True,
XRX-SKU-02669,Xerox B315,spare_part,7141.59,29,0.311,590,61,False,
XRX-SKU-02670,Transfer Belt 001R00613,toner,5975.18,26,0.102,701,52,True,
XRX-SKU-02671,Transfer Belt 001R00613,service,10116.03,17,0.239,832,224,True,
XRX-SKU-02672,Xerox VersaLink B625,spare_part,1805.35,31,0.239,596,224,True,
XRX-SKU-02673,Transfer Belt 001R00613,device,4711.98,23,0.506,748,10,True,
XRX-SKU-02674,Xerox VersaLink B625,software,9807.32,6,0.474,485,118,True,
XRX-SKU-02675,Xerox PrimeLink C9070,service,10072.36,47,0.546,620,23,True,
XRX-SKU-02676,Xerox PrimeLink C9070,spare_part,3130.5,52,0.515,624,154,True,
XRX-SKU-02677,Toner 006R04399,device,16839.2,27,0.767,274,162,True,
XRX-SKU-02678,Xerox AltaLink C8155,service,3151.38,46,0.215,419,89,True,
XRX-SKU-02679,Xerox AltaLink C8155,spare_part,17136.53,55,0.773,206,27,True,
XRX-SKU-02680,Xerox AltaLink C8155,toner,2535.69,27,0.974,76,191,True,
XRX-SKU-02681,Transfer Belt 001R00613,device,17047.51,55,0.601,491,241,True,
XRX-SKU-02682,Toner 006R04399,software,9646.51,47,0.543,495,239,True,
XRX-SKU-02683,Xerox C410,service,5538.51,25,0.231,128,86,True,
XRX-SKU-02684,Xerox AltaLink C8155,service,11398.73,26,0.611,619,124,True,
XRX-SKU-02685,Transfer Belt 001R00613,spare_part,16721.84,55,0.879,742,114,True,
XRX-SKU-02686,Xerox B315,software,3412.16,34,0.49,388,214,True,
XRX-SKU-02687,Toner 006R04399,service,11099.76,2,0.869,876,211,True,
XRX-SKU-02688,Xerox C410,software,3822.24,32,0.408,872,90,True,
XRX-SKU-02689,Xerox C410,service,17963.93,43,0.581,150,108,True,
XRX-SKU-02690,Toner 006R04399,device,16092.57,21,0.332,257,173,True,
XRX-SKU-02691,Xerox B315,service,13476.19,15,0.079,655,244,False,
XRX-SKU-02692,Xerox PrimeLink C9070,software,13299.97,58,0.99,393,247,True,
XRX-SKU-02693,Xerox AltaLink C8155,toner,7667.31,46,0.602,500,40,True,
XRX-SKU-02694,Xerox B315,service,2138.48,34,0.448,143,127,True,
XRX-SKU-02695,Xerox C410,toner,5210.08,47,0.602,566,183,True,
XRX-SKU-02696,Xerox VersaLink B625,software,8358.82,40,0.594,491,65,True,
XRX-SKU-02697,Toner 006R04399,software,8531.2,11,0.032,591,68,True,
XRX-SKU-02698,Xerox PrimeLink C9070,toner,5449.39,54,0.072,837,58,False,
XRX-SKU-02699,Xerox C410,device,13435.96,44,0.202,796,21,True,
XRX-SKU-02700,Transfer Belt 001R00613,spare_part,13066.81,30,0.321,761,251,True,
XRX-SKU-02701,Xerox PrimeLink C9070,toner,14358.68,19,0.326,896,201,True,
XRX-SKU-02702,Xerox PrimeLink C9070,spare_part,6261.15,15,0.194,827,236,True,
XRX-SKU-02703,Xerox VersaLink B625,service,3444.52,44,0.217,833,198,True,
XRX-SKU-02704,Xerox C410,toner,13391.35,27,0.99,375,58,True,
XRX-SKU-02705,Xerox AltaLink C8155,spare_part,16446.99,14,0.344,825,31,True,
XRX-SKU-02706,Transfer Belt 001R00613,service,13160.94,19,0.067,636,40,True,
XRX-SKU-02707,Xerox PrimeLink C9070,toner,14056.47,17,0.113,823,23,True,
XRX-SKU-02708,Xerox AltaLink C8155,spare_part,14882.05,7,0.729,462,130,True,
XRX-SKU-02709,Xerox C410,software,12108.08,53,0.18,376,222,True,
XRX-SKU-02710,Xerox PrimeLink C9070,spare_part,12748.93,39,0.071,648,239,True,
XRX-SKU-02711,Toner 006R04399,toner,13253.09,25,0.65,523,151,True,
XRX-SKU-02712,Xerox B315,service,8988.28,31,0.642,31,219,True,
XRX-SKU-02713,Xerox B315,toner,11476.82,58,0.745,900,139,True,
XRX-SKU-02714,Xerox AltaLink C8155,software,1346.13,19,0.554,850,10,False,
XRX-SKU-02715,Transfer Belt 001R00613,software,764.5,58,0.44,294,31,True,
XRX-SKU-02716,Toner 006R04399,device,8180.06,28,0.463,695,134,True,
XRX-SKU-02717,Toner 006R04399,service,11955.23,17,0.404,496,167,True,
XRX-SKU-02718,Fuser 115R00138,software,5848.45,48,0.503,576,141,True,
XRX-SKU-02719,Fuser 115R00138,spare_part,13410.9,30,0.987,856,257,True,
XRX-SKU-02720,Xerox AltaLink C8155,toner,1868.48,30,0.322,189,166,True,
XRX-SKU-02721,Fuser 115R00138,device,2692.76,36,0.193,244,11,True,
XRX-SKU-02722,Toner 006R04399,spare_part,10268.13,2,0.578,164,133,True,
XRX-SKU-02723,Xerox B315,toner,7707.35,48,0.705,640,123,True,
XRX-SKU-02724,Toner 006R04399,service,12908.2,56,0.382,660,69,False,
XRX-SKU-02725,Toner 006R04399,device,2762.68,60,0.889,360,242,True,
XRX-SKU-02726,Transfer Belt 001R00613,service,18294.67,26,0.321,781,143,True,
XRX-SKU-02727,Xerox B315,software,2971.34,8,0.722,834,60,True,
XRX-SKU-02728,Xerox C410,service,2641.89,46,0.069,428,244,True,
XRX-SKU-02729,Xerox AltaLink C8155,service,6116.04,14,0.407,252,17,True,
XRX-SKU-02730,Xerox AltaLink C8155,spare_part,3212.87,36,0.938,11,233,True,
XRX-SKU-02731,Toner 006R04399,toner,8476.73,7,0.96,52,18,True,
XRX-SKU-02732,Xerox C410,service,10291.03,50,0.892,529,259,True,
XRX-SKU-02733,Xerox B315,device,12215.25,12,0.226,553,223,True,
XRX-SKU-02734,Xerox AltaLink C8155,toner,11069.69,36,0.579,156,130,True,
XRX-SKU-02735,Xerox PrimeLink C9070,device,7019.52,24,0.77,115,256,True,
XRX-SKU-02736,Transfer Belt 001R00613,service,3861.75,25,0.705,793,176,True,
XRX-SKU-02737,Transfer Belt 001R00613,software,8550.45,5,0.217,194,98,True,
XRX-SKU-02738,Xerox VersaLink B625,toner,12110.45,54,0.411,881,225,True,
XRX-SKU-02739,Xerox C410,service,1231.95,59,0.431,554,58,True,
XRX-SKU-02740,Transfer Belt 001R00613,toner,16266.58,32,0.241,611,215,True,
XRX-SKU-02741,Xerox AltaLink C8155,service,3973.89,39,0.265,365,236,True,
XRX-SKU-02742,Xerox AltaLink C8155,device,12183.6,38,0.559,146,147,True,
XRX-SKU-02743,Toner 006R04399,toner,133.29,53,0.739,49,227,True,
XRX-SKU-02744,Fuser 115R00138,spare_part,17333.95,59,0.841,607,235,True,
XRX-SKU-02745,Fuser 115R00138,device,18047.64,34,0.611,351,241,True,
XRX-SKU-02746,Xerox B315,device,12031.05,36,0.229,61,110,True,
XRX-SKU-02747,Xerox C410,software,13225.7,42,0.786,866,260,True,
XRX-SKU-02748,Xerox VersaLink B625,spare_part,13462.14,4,0.281,54,35,True,
XRX-SKU-02749,Xerox PrimeLink C9070,service,18470.64,22,0.517,283,245,True,
XRX-SKU-02750,Fuser 115R00138,software,14620.71,32,0.097,113,138,True,
XRX-SKU-02751,Transfer Belt 001R00613,toner,5975.31,5,0.328,819,38,True,
XRX-SKU-02752,Fuser 115R00138,spare_part,5893.13,25,0.396,365,114,True,
XRX-SKU-02753,Xerox AltaLink C8155,software,7038.98,50,0.816,438,212,True,
XRX-SKU-02754,Xerox AltaLink C8155,device,10109.98,48,0.707,171,94,True,
XRX-SKU-02755,Xerox AltaLink C8155,service,5864.91,17,0.431,706,215,True,
XRX-SKU-02756,Xerox B315,spare_part,14846.45,7,0.669,587,188,True,
XRX-SKU-02757,Toner 006R04399,service,15434.52,26,0.597,614,59,True,
XRX-SKU-02758,Xerox B315,service,14782.87,30,0.295,583,68,True,
XRX-SKU-02759,Xerox VersaLink B625,device,10637.82,52,0.902,686,257,True,
XRX-SKU-02760,Xerox C410,software,7666.66,33,0.993,43,120,True,
XRX-SKU-02761,Xerox C410,software,1262.52,1,0.651,843,88,True,
XRX-SKU-02762,Xerox VersaLink B625,spare_part,10800.01,48,0.082,693,144,True,
XRX-SKU-02763,Xerox C410,service,6197.24,15,0.65,150,95,True,
XRX-SKU-02764,Xerox B315,software,1056.36,53,0.399,124,215,True,
XRX-SKU-02765,Toner 006R04399,device,11538.85,49,0.058,151,13,True,
XRX-SKU-02766,Xerox PrimeLink C9070,service,13327.51,6,0.35,482,252,True,
XRX-SKU-02767,Fuser 115R00138,spare_part,17878.58,21,0.112,239,87,True,
XRX-SKU-02768,Transfer Belt 001R00613,toner,17845.14,41,0.767,834,257,True,
XRX-SKU-02769,Xerox B315,service,10379.62,16,0.939,209,253,True,
XRX-SKU-02770,Xerox PrimeLink C9070,toner,17651.29,46,0.835,726,130,True,
XRX-SKU-02771,Xerox B315,service,1769.53,53,0.933,252,103,True,
XRX-SKU-02772,Transfer Belt 001R00613,device,4736.44,35,0.686,418,76,True,
XRX-SKU-02773,Toner 006R04399,spare_part,10498.22,15,0.915,697,27,True,
XRX-SKU-02774,Toner 006R04399,software,11606.43,11,0.15,523,39,True,
XRX-SKU-02775,Xerox VersaLink B625,device,4199.85,36,0.886,311,195,True,
XRX-SKU-02776,Toner 006R04399,toner,7484.48,59,0.187,476,166,True,
XRX-SKU-02777,Xerox C410,device,504.22,12,0.705,820,26,True,
XRX-SKU-02778,Fuser 115R00138,software,5020.34,10,0.995,423,238,True,
XRX-SKU-02779,Xerox VersaLink B625,spare_part,7167.31,43,0.753,478,256,True,
XRX-SKU-02780,Xerox C410,device,11831.72,39,0.037,159,151,True,
XRX-SKU-02781,Xerox C410,spare_part,8406.26,51,0.42,423,221,True,
XRX-SKU-02782,Xerox PrimeLink C9070,device,1013.93,43,0.995,569,60,True,
XRX-SKU-02783,Xerox AltaLink C8155,service,17502.81,43,0.712,338,96,True,
XRX-SKU-02784,Xerox B315,spare_part,4140.02,26,0.496,283,221,True,
XRX-SKU-02785,Fuser 115R00138,device,6922.54,38,0.925,716,158,True,
XRX-SKU-02786,Toner 006R04399,software,11984.53,48,0.069,255,76,True,
XRX-SKU-02787,Fuser 115R00138,toner,9606.84,35,0.85,283,138,True,
XRX-SKU-02788,Xerox VersaLink B625,toner,14125.7,8,0.062,86,226,True,
XRX-SKU-02789,Xerox C410,spare_part,10863.86,37,0.613,260,149,True,
XRX-SKU-02790,Xerox C410,software,17592.55,28,0.753,231,186,True,
XRX-SKU-02791,Toner 006R04399,spare_part,13565.28,2,0.623,67,71,True,
XRX-SKU-02792,Toner 006R04399,software,429.45,23,0.007,70,174,True,
XRX-SKU-02793,Xerox B315,device,12601.23,34,0.745,262,131,True,
XRX-SKU-02794,Fuser 115R00138,toner,17132.12,35,0.877,880,114,True,
XRX-SKU-02795,Xerox VersaLink B625,device,2841.55,13,0.256,716,254,True,
XRX-SKU-02796,Xerox C410,spare_part,366.27,54,0.028,207,49,True,
XRX-SKU-02797,Xerox AltaLink C8155,toner,6336.5,29,0.876,329,164,True,
XRX-SKU-02798,Toner 006R04399,toner,3121.99,53,0.03,131,111,True,
XRX-SKU-02799,Transfer Belt 001R00613,spare_part,17661.71,1,0.855,693,28,False,
XRX-SKU-02800,Xerox AltaLink C8155,toner,5266.24,59,0.573,870,215,False,
XRX-SKU-02801,Xerox PrimeLink C9070,toner,4068.16,13,0.014,830,52,True,
XRX-SKU-02802,Xerox PrimeLink C9070,software,62.48,55,0.179,856,74,True,
XRX-SKU-02803,Xerox AltaLink C8155,device,332.92,45,0.472,468,18,False,
XRX-SKU-02804,Fuser 115R00138,service,17035.64,25,0.926,699,92,True,
XRX-SKU-02805,Xerox PrimeLink C9070,software,13056.13,49,0.374,689,162,True,
XRX-SKU-02806,Fuser 115R00138,toner,14913.49,32,0.052,110,98,True,
XRX-SKU-02807,Xerox AltaLink C8155,service,16257.34,23,0.668,711,194,True,
XRX-SKU-02808,Transfer Belt 001R00613,spare_part,6300.58,34,0.348,224,206,True,
XRX-SKU-02809,Transfer Belt 001R00613,spare_part,2373.49,26,0.141,454,256,True,
XRX-SKU-02810,Xerox C410,software,15806.35,17,0.587,568,251,True,
XRX-SKU-02811,Xerox C410,software,4387.64,49,0.903,783,111,True,
XRX-SKU-02812,Fuser 115R00138,spare_part,4667.66,54,0.859,189,155,True,
XRX-SKU-02813,Xerox VersaLink B625,toner,2970.67,49,0.932,593,132,True,
XRX-SKU-02814,Xerox AltaLink C8155,toner,10974.95,14,0.892,789,201,True,
XRX-SKU-02815,Xerox AltaLink C8155,service,16804.9,51,0.0,301,34,True,
XRX-SKU-02816,Xerox B315,spare_part,5517.88,17,0.283,758,28,True,
XRX-SKU-02817,Transfer Belt 001R00613,toner,2042.18,29,0.328,152,99,True,
XRX-SKU-02818,Xerox PrimeLink C9070,toner,900.55,40,0.498,411,23,True,
XRX-SKU-02819,Xerox B315,spare_part,4088.53,12,0.275,681,211,True,
XRX-SKU-02820,Fuser 115R00138,service,8583.67,53,0.768,808,87,True,
XRX-SKU-02821,Xerox PrimeLink C9070,service,3818.41,52,0.889,897,220,True,
XRX-SKU-02822,Toner 006R04399,device,17239.06,21,0.206,567,99,False,
XRX-SKU-02823,Xerox VersaLink B625,software,2733.01,13,0.927,550,196,True,
XRX-SKU-02824,Xerox PrimeLink C9070,service,18352.4,2,0.999,791,223,True,
XRX-SKU-02825,Transfer Belt 001R00613,toner,913.12,56,0.358,591,212,True,
XRX-SKU-02826,Toner 006R04399,spare_part,17278.94,39,0.051,419,206,True,
XRX-SKU-02827,Toner 006R04399,spare_part,4530.47,13,0.486,169,122,True,
XRX-SKU-02828,Fuser 115R00138,spare_part,1677.51,13,0.463,192,59,True,
XRX-SKU-02829,Toner 006R04399,spare_part,9218.1,15,0.929,845,186,True,
XRX-SKU-02830,Xerox AltaLink C8155,software,18300.86,3,0.657,166,90,True,
XRX-SKU-02831,Xerox B315,device,1011.45,28,0.725,373,160,True,
XRX-SKU-02832,Xerox AltaLink C8155,service,13080.51,20,0.739,517,219,True,
XRX-SKU-02833,Xerox PrimeLink C9070,spare_part,17615.05,2,0.677,447,150,True,
XRX-SKU-02834,Fuser 115R00138,spare_part,17498.98,51,0.871,279,237,True,
XRX-SKU-02835,Xerox B315,device,13765.95,14,0.455,312,196,True,
XRX-SKU-02836,Xerox C410,service,16754.44,21,0.718,536,67,True,
XRX-SKU-02837,Xerox B315,spare_part,14587.21,3,0.184,822,56,True,
XRX-SKU-02838,Xerox VersaLink B625,spare_part,15071.02,30,0.906,446,85,True,
XRX-SKU-02839,Fuser 115R00138,software,10540.84,54,0.83,446,202,True,
XRX-SKU-02840,Xerox VersaLink B625,spare_part,5192.98,17,0.582,828,57,True,
XRX-SKU-02841,Toner 006R04399,device,1137.43,55,0.307,142,230,True,
XRX-SKU-02842,Xerox C410,spare_part,18121.81,38,0.575,373,55,False,
XRX-SKU-02843,Fuser 115R00138,device,4078.02,32,0.344,125,50,True,
XRX-SKU-02844,Xerox C410,software,11315.57,23,0.843,192,60,True,
XRX-SKU-02845,Xerox PrimeLink C9070,device,3472.46,33,0.267,193,114,True,
XRX-SKU-02846,Xerox B315,service,10991.32,9,0.388,749,26,True,
XRX-SKU-02847,Transfer Belt 001R00613,toner,12795.12,58,0.426,479,164,True,
XRX-SKU-02848,Toner 006R04399,service,2429.04,45,0.928,660,111,True,
XRX-SKU-02849,Xerox VersaLink B625,software,5154.4,9,0.319,133,44,True,
XRX-SKU-02850,Xerox AltaLink C8155,toner,10251.57,14,0.103,192,175,True,
XRX-SKU-02851,Fuser 115R00138,device,2751.01,40,0.505,874,241,True,
XRX-SKU-02852,Xerox AltaLink C8155,spare_part,9734.71,60,0.208,587,217,True,
XRX-SKU-02853,Xerox VersaLink B625,toner,18090.08,21,0.927,61,123,True,
XRX-SKU-02854,Xerox VersaLink B625,spare_part,13647.96,59,0.349,685,178,True,
XRX-SKU-02855,Xerox C410,spare_part,9796.43,37,0.536,773,197,True,
XRX-SKU-02856,Xerox PrimeLink C9070,service,2182.68,36,0.464,558,84,True,
XRX-SKU-02857,Toner 006R04399,service,4337.71,3,0.003,32,257,True,
XRX-SKU-02858,Transfer Belt 001R00613,service,17462.98,52,0.416,309,166,True,
XRX-SKU-02859,Xerox B315,device,7250.85,13,0.06,122,185,True,
XRX-SKU-02860,Transfer Belt 001R00613,software,11759.72,33,0.48,632,49,False,
XRX-SKU-02861,Xerox C410,device,12051.54,52,0.507,517,52,True,
XRX-SKU-02862,Xerox B315,device,15576.12,15,0.675,214,195,True,
XRX-SKU-02863,Xerox PrimeLink C9070,device,4707.04,54,0.949,162,84,True,
XRX-SKU-02864,Xerox PrimeLink C9070,software,7958.7,52,0.387,475,159,True,
XRX-SKU-02865,Xerox PrimeLink C9070,software,17213.77,16,0.292,645,104,False,
XRX-SKU-02866,Fuser 115R00138,software,1129.41,22,0.454,129,114,True,
XRX-SKU-02867,Transfer Belt 001R00613,device,10967.27,32,0.138,196,215,True,
XRX-SKU-02868,Xerox C410,software,6082.93,3,0.391,181,104,True,
XRX-SKU-02869,Xerox PrimeLink C9070,software,17681.51,45,0.406,416,173,True,
XRX-SKU-02870,Xerox AltaLink C8155,software,3872.45,19,0.441,809,113,True,
XRX-SKU-02871,Transfer Belt 001R00613,software,11705.4,51,0.659,713,127,True,
XRX-SKU-02872,Xerox PrimeLink C9070,service,5890.95,22,0.014,702,247,True,
XRX-SKU-02873,Xerox B315,spare_part,18323.51,17,0.586,99,117,True,
XRX-SKU-02874,Fuser 115R00138,service,11242.41,53,0.794,22,127,True,
XRX-SKU-02875,Fuser 115R00138,toner,2864.26,20,0.735,255,93,True,
XRX-SKU-02876,Xerox VersaLink B625,toner,14586.63,3,0.149,452,93,True,
XRX-SKU-02877,Xerox B315,toner,932.02,4,0.961,420,176,True,
XRX-SKU-02878,Xerox PrimeLink C9070,spare_part,2597.91,7,0.089,70,259,True,
XRX-SKU-02879,Transfer Belt 001R00613,spare_part,8694.2,44,0.928,138,32,True,
XRX-SKU-02880,Xerox C410,software,13651.71,21,0.302,16,34,True,
XRX-SKU-02881,Toner 006R04399,toner,6066.05,11,0.407,31,238,True,
XRX-SKU-02882,Xerox C410,toner,10459.89,13,0.478,278,212,True,
XRX-SKU-02883,Xerox VersaLink B625,device,14419.12,7,0.322,404,57,True,
XRX-SKU-02884,Xerox PrimeLink C9070,software,3586.94,11,0.295,291,69,True,
XRX-SKU-02885,Toner 006R04399,service,9605.46,26,0.305,489,74,False,
XRX-SKU-02886,Transfer Belt 001R00613,software,7174.5,27,0.635,352,111,True,
XRX-SKU-02887,Xerox B315,spare_part,5244.84,26,0.082,820,139,True,
XRX-SKU-02888,Xerox C410,software,1732.99,35,0.568,297,164,True,
XRX-SKU-02889,Toner 006R04399,service,5678.27,42,0.132,899,71,True,
XRX-SKU-02890,Xerox AltaLink C8155,toner,5658.25,19,0.19,482,227,True,
XRX-SKU-02891,Transfer Belt 001R00613,device,3244.29,58,0.553,545,128,True,
XRX-SKU-02892,Toner 006R04399,software,16952.0,42,0.536,331,88,True,
XRX-SKU-02893,Xerox C410,spare_part,14352.03,6,0.36,132,45,True,
XRX-SKU-02894,Fuser 115R00138,device,8668.53,44,0.016,628,185,True,
XRX-SKU-02895,Xerox B315,service,5555.34,19,0.907,190,223,True,
XRX-SKU-02896,Toner 006R04399,device,9536.82,30,0.846,120,19,True,
XRX-SKU-02897,Xerox C410,toner,7102.62,29,0.4,27,58,True,
XRX-SKU-02898,Xerox AltaLink C8155,toner,1577.51,26,0.382,256,23,True,
XRX-SKU-02899,Fuser 115R00138,toner,13758.82,51,0.132,737,220,True,
XRX-SKU-02900,Xerox C410,device,18588.62,45,0.282,753,254,True,
XRX-SKU-02901,Xerox PrimeLink C9070,toner,15307.92,13,0.766,215,70,True,
XRX-SKU-02902,Xerox C410,software,5508.97,1,0.15,99,192,True,
XRX-SKU-02903,Toner 006R04399,spare_part,10697.48,58,0.818,1,134,True,
XRX-SKU-02904,Toner 006R04399,spare_part,7877.19,23,0.765,238,66,True,
XRX-SKU-02905,Fuser 115R00138,service,11797.25,52,0.042,162,215,True,
XRX-SKU-02906,Xerox B315,spare_part,6043.72,25,0.365,174,138,True,
XRX-SKU-02907,Xerox VersaLink B625,spare_part,17859.87,41,0.763,240,119,True,
XRX-SKU-02908,Xerox B315,toner,15726.52,21,0.115,385,113,True,
XRX-SKU-02909,Toner 006R04399,software,1511.9,38,0.112,518,156,True,
XRX-SKU-02910,Xerox PrimeLink C9070,toner,4650.27,16,0.447,527,172,True,
XRX-SKU-02911,Xerox C410,spare_part,9811.23,49,0.919,120,79,True,
XRX-SKU-02912,Xerox B315,service,5786.46,19,0.646,805,85,False,
XRX-SKU-02913,Xerox VersaLink B625,software,3385.58,21,0.103,660,32,True,
XRX-SKU-02914,Transfer Belt 001R00613,software,1707.42,50,0.868,633,46,True,
XRX-SKU-02915,Xerox AltaLink C8155,software,15736.18,30,0.834,447,60,False,
XRX-SKU-02916,Fuser 115R00138,spare_part,5708.86,44,0.469,701,93,True,
XRX-SKU-02917,Fuser 115R00138,device,7122.07,29,0.459,458,212,True,
XRX-SKU-02918,Transfer Belt 001R00613,service,8835.88,43,0.904,319,257,True,
